DATE,PROJECT_ID,TITLE,BOROUGH,LEVEL_OF_REVIEW,AGENCY,CERTIFICATE_NUMBER,PUBLIC_PRIVATE,ACTION,PROJECT_TYPE
04/16/2018,20337,"Installation of a rooftop wi-fi antenna, Red Hook Branch Public Library, 7 Wolcott Street, Brooklyn",Brooklyn,Preliminary and Final,EDC,26569,Public,Calendared for Consent,Building systems & Modifications
05/14/2018,17254,"Installation of a prototypical newsstand, 1879 Broadway, southwest corner of Broadway and West 62nd Street, Manhattan",Manhattan,Preliminary and Final,DCA/DOT,26629,Private,Calendared for Public Hearing,Newsstand
05/14/2018,19175,"Reconstruction of two Route 28A bridges over Esopus Creek and the former Ulster and Delaware Railroad corridor, Olive, Ulster County",Upstate,Preliminary,DEP,26586,Public,Calendared for Consent,Bridge
05/14/2018,19540,"Rehabilitation of the East New York Industrial Building, 191-201 Powell Street, Brooklyn",Brooklyn,Preliminary,EDC,26618,Private,Calendared for Consent,Architecture
05/14/2018,19917,"Construction of a fenced-in planted area, including steps, 59 East 80th Street, Manhattan",Manhattan,Preliminary and Final,DOT,26630,Public and Private,Calendared for Consent,Landscape architecture
05/14/2018,19921,"Installation of a mural, Building 72, Market Street between Dry Docks 2 and 3, Brooklyn Navy Yard Industrial Park, 63 Flushing Avenue, Brooklyn",Brooklyn,Conceptual,BNYDC,26579,Public and Private,Calendared for Consent,Artwork
05/14/2018,20312,"Installation of rooftop photovoltaic panels, electrical cabinets, and adjacent site work, 1150 Commerce Avenue, Bronx",Bronx,Preliminary and Final,DCAS,26580,Public,Calendared for Consent,Building systems & Modifications
05/14/2018,20318,"Reconstruction of Kossuth Playground, Mosholu Parkway North, Jerome Avenue, and Van Cortlandt Avenue, Bronx",Bronx,Preliminary,DPR,26600,Public,Calendared for Consent,Landscape architecture
05/14/2018,20374,"Installation of Writings at Helin Temple by Xu Bing, Forsyth Plaza, Canal Street, Forsyth Street, and the Manhattan Bridge approach ramp, Manhattan",Manhattan,Final,DCLA%/DOT/DDC,26581,Public,Calendared for Consent,Artwork
05/14/2018,20375,"Construction of a prototypical planted raised median, Phase I, 4th Avenue from 8th Street to 64th Street, Brooklyn",Brooklyn,Preliminary and Final,DDC/DOT,26583,Public,Calendared for Consent,Landscape architecture
05/14/2018,20376,"Installation of doors, Department of Sanitation garage, Manhattan 3, 270 South Street, Manhattan",Manhattan,Preliminary and Final,DDC/DSNY,26584,Public,Calendared for Consent,Building systems & Modifications
05/14/2018,20377,"Installation of doors, Department of Sanitation garage, Queens 7 Annex, 120-15 31st Avenue, Flushing, Queens",Queens,Preliminary and Final,DDC/DSNY,26585,Public,Calendared for Consent,Building systems & Modifications
05/14/2018,20378,"Installation of a sealcoat soccer field, M.S. 45 Thomas C. Giordano School, 2502 Lorillard Place, Bronx",Bronx,Preliminary and Final,DOE,26587,Public,Calendared for Consent,Landscape architecture
05/14/2018,20379,"Installation of a sealcoat soccer field, P.S./I.S. 384 Frances E. Carter School, 242 Cooper Street, Brooklyn",Brooklyn,Preliminary and Final,DOE,26588,Public,Calendared for Consent,Landscape architecture
05/14/2018,20380,"Installation of two sealcoat soccer fields, I.S. 72 Police Officer Rocco Laurie School, 33 Ferndale Avenue, Staten Island",Staten Island,Preliminary and Final,DOE,26589,Public,Calendared for Consent,Landscape architecture
05/14/2018,20381,"Installation of prototypical signage, Brownsville Health Center, 259 Bristol Street, Brooklyn",Brooklyn,Preliminary,DOHMH,26591,Public,Calendared for Consent,Signage
05/14/2018,20382,"Installation of prototypical signage, East Harlem Health Center, 158 East 115th Street, Manhattan",Manhattan,Preliminary,DOHMH,26592,Public,Calendared for Consent,Signage
05/14/2018,20383,"Installation of prototypical signage, Tremont Health Center, 1826 Arthur Avenue, Bronx",Bronx,Preliminary,DOHMH,26593,Public,Calendared for Consent,Signage
05/14/2018,20384,"Construction of retaining walls and adjacent site work, 346 43rd Street, Brooklyn",Brooklyn,Preliminary and Final,DOT,26594,Public and Private,Calendared for Consent,Landscape architecture
05/14/2018,20385,"Installation of a distinctive sidewalk, Chanel, 15 East 57th Street, Manhattan",Manhattan,Preliminary and Final,DOT,26595,Public and Private,Calendared for Consent,Distinctive sidewalk
05/14/2018,20400,"Installation of planters, Flatbush Avenue between Pacific Street and St. Johns Place, Brooklyn",Brooklyn,Final,DOT,26596,Public,Calendared for Consent,Street furniture
05/14/2018,20401,"Installation of a soccer sealcoat field, Playground 62, adjacent to P.S. 220, 62nd Road and 108th Street, Corona, Queens",Queens,Preliminary and Final,DPR,26602,Public,Calendared for Consent,Landscape architecture
05/14/2018,20402,"Conservation and reinstallation of Horse and Steer (1936) by Alan Saalburg, Split Rock Golf Course Club House, Pelham Bay Park, Bronx",Bronx,Final,DPR,26603,Public and Private,Calendared for Consent,Artwork
05/14/2018,20403,"Construction of a garden entrance and adjacent site work, Dag Hammarskjold Plaza, East 47th between 1st Avenue and 2nd Avenue, Manhattan",Manhattan,Final,DPR,26604,Public,Calendared for Consent,Landscape architecture
05/14/2018,20404,"Construction of an adult fitness area and adjacent site work, Riverside Park and West 76th Street, Manhattan",Manhattan,Final,DPR,26606,Public,Calendared for Consent,Landscape architecture
05/14/2018,20405,"Installation of signage (New Balance), Citi Field, 120-01 Roosevelt Avenue, Corona, Queens",Queens,Final,DPR,26607,Public and Private,Calendared for Consent,Signage
05/14/2018,20406,"Reconstruction of an athletic field and adjacent site work, Frank Golden Park, 132nd Street between 14th Avenue and 20th Avenue, College Point, Queens",Queens,Final,DPR,26608,Public,Calendared for Consent,Landscape architecture
05/14/2018,20407,"Reconstruction of Mauro Playground, Park Drive East and 73rd Terrace, Flushing, Queens",Queens,Final,DPR,26609,Public,Calendared for Consent,Landscape architecture
05/14/2018,20408,"Reconstruction of stairs and paths, Joan of Arc Island, Riverside Park, between West 91st Street and West 95th Street, Manhattan",Manhattan,Final,DPR,26610,Public,Calendared for Consent,Landscape architecture
05/14/2018,20409,"Reconstruction of the Children's Playground, Carl Schurz Park, East End Avenue between East 84th Street and East 86th Street, Manhattan",Manhattan,Final,DPR,26611,Public,Calendared for Consent,Landscape architecture
05/14/2018,20410,"Reconstruction of the tot lot, Travers Park, 34th Avenue between 77th Street and 78th Street, Jackson Heights, Queens",Queens,Final,DPR,26612,Public,Calendared for Consent,Landscape architecture
05/14/2018,20411,"Rehabilitation of a comfort station, St. Mary's Park, 450 St. Ann’s Avenue, St. Ann's Avenue at East 145th Street, Bronx",Bronx,Final,DPR,26613,Public,Calendared for Consent,Architecture
05/14/2018,20412,"Reconstruction of the East 96th Street Playground, Central Park, Fifth Avenue and East 96th Street, Manhattan",Manhattan,Final,DPR/CPC,26614,Public,Calendared for Consent,Landscape architecture
05/14/2018,20413,"Renovation of a playground (Safari Playground), Central Park between West 91st Street, West 92nd Street, Park Drive, and Central Park West, Manhattan",Manhattan,Final,DPR/CPC,26615,Public,Calendared for Consent,Landscape architecture
05/14/2018,20414,"Construction of two residential buildings (Buildings 2 and 3) as part of the rehabilitation of the Bedford Union Armory, 1555 Bedford Avenue, Brooklyn",Brooklyn,Preliminary,EDC,26616,Public and Private,Calendared for Consent,Architecture
05/14/2018,20415,"Installation of signage, Verizon Executive Education Center and Graduate Hotel, as part of Phase I of the construction of Cornell University/Cornell Tech campus, Roosevelt Island, Manhattan",Manhattan,Preliminary and Final,EDC,26617,Public and Private,Calendared for Consent,Signage
05/14/2018,20416,"Rehabilitation of the Bedford Union Armory (Building 1), 1555 Bedford Avenue, Brooklyn",Brooklyn,Preliminary and Final,EDC,26620,Public and Private,Calendared for Consent,Architecture
05/14/2018,20417,"Construction of a guard booth and reconstruction of athletic courts and adjacent site work at the Christopher School Facility as part of the construction of the Edenwald YMCA, 1250 East 229th Street at Schieffelin Place, Bronx",Bronx,Final,EDC/ACS,26621,Public,Calendared for Consent,Architecture
05/14/2018,20418,"Construction of Parachute Way Plaza, including the installation of an artwork by Xenobia Bailey and the relocation of the Jackie Robinson and Pee Wee Reese Memorial (2005) by William Behrends, between Surf Avenue and the boardwalk, as part of the Coney Island Infrastructure Project, Brooklyn",Brooklyn,Preliminary,EDC/DPR/DCLA%,26622,Public,Calendared for Consent,Landscape architecture
05/14/2018,20419,"Installation of rooftop mechanical equipment, Engine Company 24, 227 Sixth Avenue, Manhattan",Manhattan,Preliminary and Final,FDNY,26623,Public,Calendared for Consent,Building systems & Modifications
05/14/2018,20420,"Installation of rooftop mechanical equipment, Repairs and Transportation (R & T) Building, 48-34 35th Street, Long Island City, Queens",Queens,Preliminary and Final,FDNY,26624,Public,Calendared for Consent,Building systems & Modifications
05/14/2018,20421,"Installation of windows, louvers, and mechanical equipment, Emergency Medical Station 20 (EMS 20), 1400 Pelham Parkway South, Bronx",Bronx,Preliminary and Final,FDNY,26625,Public,Calendared for Consent,Building systems & Modifications
05/14/2018,20422,"Reconstruction of an addition, Engine Company 292 and Rescue Company 4, 64-18 Queens Boulevard, Woodside, Queens",Queens,Preliminary and Final,FDNY,26626,Public,Calendared for Consent,Architecture
05/14/2018,20423,"Rehabilitation of a building and construction of an addition, Melrose Branch Library, New York Public Library, 910 Morris Avenue, Bronx",Bronx,Preliminary,NYPL,26628,Public,Calendared for Consent,Architecture
05/14/2018,20424,"Installation of interim trailers, Horizon Juvenile Center, 560 Brook Avenue, Bronx",Bronx,Preliminary and Final,DDC/DOC/ACS,26582,Public,Calendared for Consent,Architecture
05/14/2018,20426,"Installation of a door and transom, British International School, 20 Waterside Plaza, Manhattan",Manhattan,Preliminary and Final,HPD,26627,Private,Calendared for Consent,Building systems & Modifications
05/14/2018,20427,"Construction of a prototypical comfort station, as Phase II of the reconstruction of Highbridge Park, Edgecombe Avenue, West 163rd to West 168th Street, and West 175th Street to West 176th Street, Manhattan",Manhattan,Final,DPR,26605,Public,Calendared for Consent,Architecture
05/14/2018,20429,"Reconstruction of Bartlett Playground, Bartlett Street, Throop Avenue, Whipple Street, and Flushing Avenue, Brooklyn",Brooklyn,Preliminary,DPR,26597,Public,Calendared for Consent,Landscape architecture
05/14/2018,20430,"Reconstruction of Bill Bojangles Robinson Playground, West 150th Street and Seventh Avenue, Manhattan",Manhattan,Preliminary,DPR,26598,Public,Calendared for Consent,Landscape architecture
05/14/2018,20431,"Reconstruction of Chappetto Square, 24th Drive, 23rd Street, Hoyt Avenue North, and 21st Street, Astoria, Queens",Queens,Preliminary,DPR,26599,Public,Calendared for Consent,Landscape architecture
05/14/2018,20432,"Reconstruction of Mariners Harbor Playground, Harbor Road between Richmond Terrace and Leyden Avenue, Staten Island",Staten Island,Preliminary,DPR,26601,Public,Calendared for Consent,Landscape architecture
05/14/2018,20433,Design of a prototypical gate to accommodate citywide ferry service at existing barge and gangway locations for installation citywide,Citywide,Preliminary and Final,EDC,26619,Public and Private,Calendared for Consent,Architecture
05/14/2018,20434,Design of prototypical building identification signage for installation citywide,Citywide,Conceptual,DOHMH,26590,Public,Calendared for Consent,Signage
06/11/2018,19911,"Construction of a parking lot, Building 72, Market Street between Dry Docks 2 and 3, Brooklyn Navy Yard Industrial Park, Brooklyn",Brooklyn,Preliminary and Final,BNYDC,26631,Public and Private,Calendared for Consent,Landscape architecture
06/11/2018,19914,"Construction of an educational compost facility and adjacent site work, Queens Botanical Garden, 43-50 Main Street, Flushing, Queens",Queens,Preliminary,DCLA/DPR,26636,Public and Private,Calendared for Committee and Consent,Architecture
06/11/2018,19920,"Installation of signage and wayfinding, Building 72, Market Street between Dry Docks 2 and 3, Brooklyn Navy Yard Industrial Park, Brooklyn",Brooklyn,Preliminary and Final,BNYDC,26632,Public and Private,Calendared for Consent,Signage
06/11/2018,20316,"Installation of a distinctive sidewalk, including security bollards, 15, 30 and 35 Hudson Yards, West 33rd Street between 10th Avenue and 11th Avenue and 11th Avenue between West 30th Street and West 33rd Street, Manhattan",Manhattan,Preliminary and Final,DOT,26648,Public and Private,Calendared for Consent,Distinctive sidewalk
06/11/2018,20317,"Installation of rooftop mechanical equipment, Mosholu Branch Library, 285 East 205th Street, Bronx",Bronx,Preliminary and Final,DDC/NYPL,26641,Public,Calendared for Consent,Building systems & Modifications
06/11/2018,20334,"Construction of Building 1A and 1B, as Phase I of a master plan for the construction of four mixed-use residential towers, a light manufacturing facility, a central plaza open space, and adjacent site work as part of The Peninsula, Tiffany Street, Spofford Avenue, and Manida Street, Bronx",Bronx,Preliminary,EDC,26663,Public and Private,Calendared for Consent,Architecture
06/11/2018,20370,"Construction of the 116th Police Precinct, North Conduit Avenue and 244th Street, Rosedale, Queens",Queens,Preliminary,DDC/NYPD,26640,Public,Calendared for Consent,Architecture
06/11/2018,20388,"Construction of an interim parking lot and installation of a trailer, 17 Bristol Street, Brooklyn",Brooklyn,Preliminary and Final,DDC/ACS,26637,Public,Calendared for Consent,Landscape architecture
06/11/2018,20391,"Construction of a prototypical comfort station as Phase II of the reconstruction of Fox Playground, Fox Street, 156th Street and Southern Boulevard, Bronx",Bronx,Preliminary,DPR,26653,Public,Calendared for Consent,Architecture
06/11/2018,20392,"Construction of a playground, Battery Park, State Street, Minuit Plaza, and South Street, Manhattan",Manhattan,Final,DPR,26652,Public,Calendared for Consent,Landscape architecture
06/11/2018,20393,"Construction of a greenmarket food warehouse and distribution center, Hunts Point Food Distribution Center, Halleck Street and Viele Avenue, Bronx",Bronx,Preliminary,EDC,26660,Public,Calendared for Consent,Architecture
